source,held_out,triple_id,dominant_donor,method,budget,level,mae_penalty_pp,rmse_penalty_pp,absolute_error_0_penalty_pp,absolute_error_1_penalty_pp,absolute_error_2_penalty_pp,absolute_error_3_penalty_pp,absolute_error_4_penalty_pp,absolute_error_5_penalty_pp,source_csv_line,source_csv,source_csv_sha256,source_review,source_review_sha256,unit,contrast,targets_averaged,reference_draws_averaged,plot_y,panel
original_grouping,HC-502,3,IGTB1921,music_weighted,60,ratio10,0.5438631677947652,0.6012132292204941,0.434975711990904,1.2665992709501903,-0.255368318436278,0.8115446812387366,-0.2000735256888917,1.2055011867139267,389,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,1.1781818181818182,a
original_grouping,HC-502,3,IGTB1966,music_weighted,60,ratio10,0.7389352432596072,0.8154631003032244,1.105194112008923,0.8062300045337231,-0.3587766599902362,0.2836721922940854,0.8730042705201005,1.724287540191051,407,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,1.229090909090909,a
original_grouping,HC-502,3,IGTB826,music_weighted,60,ratio10,0.4226585837333717,0.3106100023740995,0.8451593340770622,1.3024695347975308,-0.8731805932324375,0.7117555804064439,0.525573486808,0.0241741595436322,425,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,1.28,a
original_grouping,HC-572,0,HC-014,music_weighted,60,ratio10,0.3346355984199626,0.4613888084539325,-0.1107049427727741,0.4317559208724394,0.5410366063488942,0.2490068187894058,-0.0880637812758679,0.9847829685576718,443,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,1.72,a
original_grouping,HC-572,0,IGTB1921,music_weighted,60,ratio10,0.1223973442373929,0.0847102839838353,-1.3377970751648371,0.9416399680000092,0.288638361523451,-0.5589660542961512,-0.1351198531616846,1.535988718523569,461,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,1.770909090909091,a
original_grouping,HC-572,0,IGTB826,music_weighted,60,ratio10,0.2966495580448111,0.314927864256088,-1.0710018452134544,1.0786978855194722,0.1310768074618252,-0.6461820266533701,0.9678118424413554,1.319494684713033,479,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,1.8218181818181818,a
original_grouping,HC-572,1,HC-502,music_weighted,60,ratio10,0.1759113099962945,0.299704921569722,-0.3054289899496271,0.4587566911224666,0.6253091206682329,1.1305397557319614,-1.1876480935060516,0.3339393759107848,497,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,1.8727272727272728,a
original_grouping,HC-572,1,IGTB1966,music_weighted,60,ratio10,-0.0371200086233622,0.0878895764472367,-0.3792492708375,0.0348812126238136,0.4272064148147139,-0.116678003340354,-1.0677204402875335,0.8788400352866949,515,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,1.9236363636363636,a
original_grouping,HC-572,1,IGTB498,music_weighted,60,ratio10,-0.2335505370042102,-0.102790361066154,-1.1172841929573982,-0.1671395423921002,0.4266907375141,0.1117908592850672,-1.0333223292797078,0.3779612458047817,533,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,1.9745454545454546,a
original_grouping,HC-572,2,IGTB1506,music_weighted,60,ratio10,0.158347306544883,0.3306319567456368,-0.1831254529563226,0.1597780784812132,1.1886143622727203,0.7622215919798748,-1.7046108644695257,0.7272061239613337,551,results/music_external_review/20260917T133518483857Z/reference_arrangement_penalties.csv,67d11393f1ae62361838d60f4aeba6a374e9854a6ea36d10606df46bd45989a9,results/music_external_review/20260917T133518483857Z/review.json,f8bbd3cd9256b33aeb731d98a280a49da00f052fd0d181dcf29d6cb4bc00143d,percentage points,MAE(ratio10) - MAE(balanced),60,3,2.0254545454545454,a
